NDC,カテゴリー
013.4,総記 図書館・図書館学 図書館管理 図書館の予算 経理 物品会計 施設管理
013.5,総記 図書館・図書館学 図書館管理 図書館の調査 図書館の統計 評価法
013.6,総記 図書館・図書館学 図書館管理 図書館用品と様式
013.7,総記 図書館・図書館学 図書館管理 図書館の広報活動
013.8,総記 図書館・図書館学 図書館管理 図書館事務の機械化
013.9,総記 図書館・図書館学 図書館管理 利用規程
014,総記 図書館・図書館学 資料の収集・資料の整理・資料の保管
014.1,総記 図書館・図書館学 資料の収集・資料の整理・資料の保管 図書館資料 図書の選択 蔵書構成
014.2,総記 図書館・図書館学 資料の収集・資料の整理・資料の保管 受入と払出
014.3,総記 図書館・図書館学 資料の収集・資料の整理・資料の保管 目録法
014.4,総記 図書館・図書館学 資料の収集・資料の整理・資料の保管 分類法 件名標目法 主題分析
014.5,総記 図書館・図書館学 資料の収集・資料の整理・資料の保管 図書の配架法
014.6,総記 図書館・図書館学 資料の収集・資料の整理・資料の保管 資料保存 蔵書管理
014.7,総記 図書館・図書館学 資料の収集・資料の整理・資料の保管 非図書資料 特殊資料
014.8,総記 図書館・図書館学 資料の収集・資料の整理・資料の保管 政府刊行物
015,総記 図書館・図書館学 図書館奉仕・図書館活動
015.1,総記 図書館・図書館学 図書館奉仕・図書館活動 閲覧方式 館内奉仕
015.2,総記 図書館・図書館学 図書館奉仕・図書館活動 レファレンスサービス[参考業務]
015.3,総記 図書館・図書館学 図書館奉仕・図書館活動 図書の貸出 貸出記録法
015.4,総記 図書館・図書館学 図書館奉仕・図書館活動 貸出文庫 団体貸出
015.5,総記 図書館・図書館学 図書館奉仕・図書館活動 移動図書館 ブックモビル
015.6,総記 図書館・図書館学 図書館奉仕・図書館活動 読書会 読書運動
015.7,総記 図書館・図書館学 図書館奉仕・図書館活動 図書館と他の文化機関との協力活動
015.8,総記 図書館・図書館学 図書館奉仕・図書館活動 図書館の催しもの
016,総記 図書館・図書館学 各種の図書館
016.1,総記 図書館・図書館学 各種の図書館 国立図書館
016.2,総記 図書館・図書館学 各種の図書館 公立図書館
016.3,総記 図書館・図書館学 各種の図書館 官公庁図書館 議会図書館
016.4,総記 図書館・図書館学 各種の図書館 団体・企業内の図書館
016.5,総記 図書館・図書館学 各種の図書館 その他の図書館
016.7,総記 図書館・図書館学 各種の図書館 メディアセンター 視聴覚ライブラリー
016.9,総記 図書館・図書館学 各種の図書館 貸本屋
017,総記 図書館・図書館学 学校図書館
017.2,総記 図書館・図書館学 学校図書館 小学校
017.3,総記 図書館・図書館学 学校図書館 中学校
017.4,総記 図書館・図書館学 学校図書館 高等学校
017.6,総記 図書館・図書館学 学校図書館 短期大学図書館
017.7,総記 図書館・図書館学 学校図書館 大学図書館
018,総記 図書館・図書館学 専門図書館
018.09,総記 図書館・図書館学 専門図書館 文書館 史料館
019,総記 図書館・図書館学 読書・読書法
019.1,総記 図書館・図書館学 読書・読書法 読書の心理 読書の生理
019.2,総記 図書館・図書館学 読書・読書法 読書指導
019.3,総記 図書館・図書館学 読書・読書法 読書調査
019.4,総記 図書館・図書館学 読書・読書法 参考図書の利用法
019.5,総記 図書館・図書館学 読書・読書法 児童・青少年図書 児童・青少年と読書
019.9,総記 図書館・図書館学 読書・読書法 書評 書評集
020,図書・書誌学
020.2,図書・書誌学 図書および書誌学史
021,図書・書誌学 著作・編集
021.2,図書・書誌学 著作・編集 著作権 著作権法
021.23,図書・書誌学 著作・編集 音楽著作権
021.25,図書・書誌学 著作・編集 ソフトウェアに関する著作権
021.27,図書・書誌学 著作・編集 映像・映画に関する著作権
021.3,図書・書誌学 著作・編集 著述 著作家
021.4,図書・書誌学 著作・編集 編集 編纂
021.5,図書・書誌学 著作・編集 偽作 剽窃
021.6,図書・書誌学 著作・編集 筆禍
022,図書・書誌学 写本・刊本・造本
022.2,図書・書誌学 写本・刊本・造本 写本
022.3,図書・書誌学 写本・刊本・造本 刊本
022.4,図書・書誌学 写本・刊本・造本 複製
022.5,図書・書誌学 写本・刊本・造本 図書の形態 装丁
022.6,図書・書誌学 写本・刊本・造本 図書の材料
022.7,図書・書誌学 写本・刊本・造本 印刷
022.8,図書・書誌学 写本・刊本・造本 製本
023,図書・書誌学 出版
023.1,図書・書誌学 出版 日本
023.2,図書・書誌学 出版 アジア・東洋
023.3,図書・書誌学 出版 ヨーロッパ
023.4,図書・書誌学 出版 アフリカ
023.5,図書・書誌学 出版 北アメリカ
023.6,図書・書誌学 出版 南アメリカ
023.7,図書・書誌学 出版 オセアニア・南極地方
023.8,図書・書誌学 出版 出版と自由 出版倫理 発禁本 検閲
023.9,図書・書誌学 出版 納本制
024,図書・書誌学 図書の販売
024.1,図書・書誌学 図書の販売 日本
024.2,図書・書誌学 図書の販売 アジア・東洋
024.3,図書・書誌学 図書の販売 ヨーロッパ
024.4,図書・書誌学 図書の販売 アフリカ
024.5,図書・書誌学 図書の販売 北アメリカ
024.6,図書・書誌学 図書の販売 南アメリカ
024.7,図書・書誌学 図書の販売 オセアニア・南極地方
024.8,図書・書誌学 図書の販売 古本 古書店
024.9,図書・書誌学 図書の販売 図書の収集 愛書家 蔵書記 蔵書票 蔵書印譜
025,図書・書誌学 一般書誌・全国書誌
025.1,図書・書誌学 一般書誌・全国書誌 日本
025.2,図書・書誌学 一般書誌・全国書誌 アジア・東洋
025.3,図書・書誌学 一般書誌・全国書誌 ヨーロッパ
025.4,図書・書誌学 一般書誌・全国書誌 アフリカ
025.5,図書・書誌学 一般書誌・全国書誌 北アメリカ
025.6,図書・書誌学 一般書誌・全国書誌 南アメリカ
025.7,図書・書誌学 一般書誌・全国書誌 オセアニア・南極地方
025.8,図書・書誌学 一般書誌・全国書誌 地方書誌 郷土資料目録
025.9,図書・書誌学 一般書誌・全国書誌 書店出版目録 古本販売目録
026,図書・書誌学 稀書目録・善本目録
026.2,図書・書誌学 稀書目録・善本目録 古写本 自筆本
026.3,図書・書誌学 稀書目録・善本目録 古刊本
026.4,図書・書誌学 稀書目録・善本目録 初版本 限定本
026.5,図書・書誌学 稀書目録・善本目録 手沢本 書入本
026.7,図書・書誌学 稀書目録・善本目録 珍奇本
026.9,図書・書誌学 稀書目録・善本目録 刊行目録
027,図書・書誌学 特種目録
027.1,図書・書誌学 特種目録 勅版目録 宮版目録 藩版目録
027.2,図書・書誌学 特種目録 政府出版物および団体出版物目録
027.3,図書・書誌学 特種目録 諸家著述目録
027.4,図書・書誌学 特種目録 叢書類目録および索引 論文集の目録および索引
027.5,図書・書誌学 特種目録 逐次刊行物目録および索引
027.6,図書・書誌学 特種目録 禁止図書目録 散佚図書目録 焼失図書目録
027.7,図書・書誌学 特種目録 図書展示目録
027.8,図書・書誌学 特種目録 その他
027.9,図書・書誌学 特種目録 非図書資料目録
028,図書・書誌学 特定図書目録・参考図書目録
029,図書・書誌学 蔵書目録・総合目録
029.1,図書・書誌学 蔵書目録・総合目録 国立図書館
029.2,図書・書誌学 蔵書目録・総合目録 公共図書館
029.3,図書・書誌学 蔵書目録・総合目録 官公庁および地方議会図書館
029.4,図書・書誌学 蔵書目録・総合目録 団体・企業内の図書館
029.5,図書・書誌学 蔵書目録・総合目録 病院図書館 矯正図書館
029.6,図書・書誌学 蔵書目録・総合目録 専門図書館 研究所・調査機関の図書館
029.7,図書・書誌学 蔵書目録・総合目録 大学図書館 学校図書館
029.8,図書・書誌学 蔵書目録・総合目録 社寺文庫 旧藩文庫
029.9,図書・書誌学 蔵書目録・総合目録 個人文庫 家蔵
030,百科事典
031,百科事典 日本語
031.2,百科事典 日本語 類書
031.3,百科事典 日本語 日用便覧
031.4,百科事典 日本語 事物起源
031.5,百科事典 日本語 名数 番付
031.7,百科事典 日本語 クイズ集 なぞなぞ集
031.8,百科事典 日本語 簡易百科事典
032,百科事典 中国語
032.2,百科事典 中国語 類書
032.3,百科事典 中国語 日用便覧
032.4,百科事典 中国語 事物起源
032.5,百科事典 中国語 名数 番付
032.9,百科事典 中国語 東洋の諸言語
033,百科事典 英語
034,百科事典 ドイツ語
034.9,百科事典 ドイツ語 その他のゲルマン諸語
035,百科事典 フランス語
036,百科事典 スペイン語
036.9,百科事典 スペイン語 ポルトガル語
037,百科事典 イタリア語
038,百科事典 ロシア語
038.9,百科事典 ロシア語 その他のスラヴ語
039,百科事典 用語索引＜一般＞
040,一般論文集・一般講演集
041,一般論文集・一般講演集 日本語
041.3,一般論文集・一般講演集 日本語 記念論文集
042,一般論文集・一般講演集 中国語
043,一般論文集・一般講演集 英語
044,一般論文集・一般講演集 ドイツ語
045,一般論文集・一般講演集 フランス語
046,一般論文集・一般講演集 スペイン語
047,一般論文集・一般講演集 イタリア語
048,一般論文集・一般講演集 ロシア語
049,一般論文集・一般講演集 雑著
050,逐次刊行物
051,逐次刊行物 日本の雑誌
051.1,逐次刊行物 日本の雑誌 学術雑誌 紀要
051.3,逐次刊行物 日本の雑誌 総合雑誌
051.4,逐次刊行物 日本の雑誌 グラフィック報道誌
051.6,逐次刊行物 日本の雑誌 大衆誌 娯楽誌
051.7,逐次刊行物 日本の雑誌 女性誌 家庭誌
051.8,逐次刊行物 日本の雑誌 幼児誌 青少年誌
051.9,逐次刊行物 日本の雑誌 情報誌
052,逐次刊行物 中国語
053,逐次刊行物 英語
054,逐次刊行物 ドイツ語
055,逐次刊行物 フランス語
056,逐次刊行物 スペイン語
057,逐次刊行物 イタリア語
058,逐次刊行物 ロシア語
059,逐次刊行物 一般年鑑
060,団体
061,団体 学術・研究機関
063,団体 文化交流機関
065,団体 親睦団体・その他の団体
069,団体 博物館
069.1,団体 博物館 博物館行財政・法令
069.2,団体 博物館 博物館建築 博物館設備
069.3,団体 博物館 博物館管理 博物館職員
069.4,団体 博物館 資料の収集 資料の整理 資料の保管
069.5,団体 博物館 資料の展示 資料の利用 資料・展示の宣伝
069.6,団体 博物館 一般博物館
069.7,団体 博物館 学校博物館
069.8,団体 博物館 専門博物館
069.9,団体 博物館 博物館収集品目録・図録
070,ジャ－ナリズム・新聞
071,ジャ－ナリズム・新聞 日本
070.1,ジャ－ナリズム・新聞 ジャーナリズム・新聞の理論
072,ジャ－ナリズム・新聞 アジア
073,ジャ－ナリズム・新聞 ヨーロッパ
074,ジャ－ナリズム・新聞 アフリカ
075,ジャ－ナリズム・新聞 北アメリカ
076,ジャ－ナリズム・新聞 南アメリカ
077,ジャ－ナリズム・新聞 オセアニア・南極地方
080,叢書・全集・選集
081,叢書・全集・選集 日本語
081.2,叢書・全集・選集 日本語 地方叢書
081.5,叢書・全集・選集 日本語 全集・選集
081.6,叢書・全集・選集 日本語 全集・選集
081.7,叢書・全集・選集 日本語 影印本の叢書
081.9,叢書・全集・選集 日本語 児童図書の叢書
