Blog	入力	!	"	#	&	'	*	チェック	,	0	3	4	5	6	7	8	9	;	<	=	>	?	@	A	B	C	D	img	F	データ	I	[	]	_	a	b	c	d	e	i	m	p	s	t	x	{	}	勉強	http	必要	確認	作業	参加	日本語	今後	一緒	もの	簡単	問題	使用	はず	...	通り	開催	点	可能	重要	間	com	非常	０	１	ダウンロード	２	３	４	５	以前	８	システム	お願い	値	コメント	手	内	円	00	01	02	07	08	20	分	場所	用	別	化	アクセス	的	まま	ん	実行	仕事	名	::	実装	数	</	世界	会社	情報	時	日	><	場合	変換	紹介	話	会場	好き	サイト	関係	ここ	現在	型	機能	利用	処理	そう	そこ	src	変更	PC	表示	プログラム	名前	://	家	みんな	自分	以上	以下	更新	ほう	net	new	index	社会	言葉	店	度	org	br	by	Web	ネット	ところ	後	うち	時間	今	映像	他	何	jp	部分	個人	大変	作成	リンク	今回	さん	参考	to	みたい	技術	ため	結果	The	追加	メール	作品	登録	アップ	html	あと	href	動画	検索	インストール	どこ	ファイル	ソース	100	今年	blog	for	者	アプリケーション	Mac	それぞれ	最初	操作	記事	イベント	ブログ	性	版	環境	感	予定	);	時代	～	公開	僕	側	開発	先	10	11	12	13	便利	14	15	16	状態	30	and	前	音	すべて	クリック	さ	対応	目	www	="	ー	設定	方	the	表現	文字	動作	月	最近	本	2007	2008	誰	私	以外	説明	回	基本	これ	それ	デザイン	次	最後	系	気	意味	状況	日本	普通	with	写真	年	co	一	万	上	下	事	二	中	今日	id	in	is	会	人	方法	サービス	関連	とき	研究	of	画像	on	コード	こちら	画面	存在	わけ	感じ	一番	詳細	内容	東京	たち	メディア	大学	ページ	一つ	言語	発表
やすこのすこやか日記	0	1	104	0	3	1	0	0	2	94	30	11	16	26	7	40	14	118	240	7	6	6	1	2	2	0	0	30	0	0	16	0	0	85	65	10	10	37	93	0	0	0	61	0	4	29	0	6	74	0	1	0	1	1	1	4	9	0	0	0	2	0	2	0	2	0	1	1	68	0	7	9	0	11	7	4	3	0	1	0	2	0	0	1	2	3	1	0	0	0	2	0	1	1	0	0	1	0	7	0	27	0	4	0	0	0	2	6	1	4	0	5	8	42	0	0	0	9	0	9	2	1	6	0	0	1	0	0	11	2	34	0	0	0	0	0	74	2	2	10	0	2	0	0	1	2	2	1	1	1	5	0	460	1	0	2	3	4	2	9	0	0	0	11	7	0	3	5	0	0	1	13	0	0	2	0	5	0	0	0	1	0	0	1	1	3	31	1	0	0	3	0	0	1	2	0	0	4	0	0	0	3	0	0	0	4	0	0	0	0	1	0	2	3	0	0	0	0	2	47	0	0	0	2	0	0	0	3	1	0	6	0	0	0	1	0	3	16	215	1	0	8	1	0	0	0	1	8	2	1	0	2	31	0	0	2	1	23	11	2	3	3	1	6	0	1	5	2	0	5	2	2	11	0	2	0	4	0	1	7	16	2	0	2	34	0	1	0	11	4	0	1	0	0	1	0	0	3	7	3	0	2	0	3	1	1	0	0	0	0
続!!!ノエル吉田のコマネチ!!!	0	0	0	0	0	0	0	0	0	0	1	0	4	0	11	0	0	0	358	0	31	0	0	7	7	15	9	0	11	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	1	2	11	0	5	2	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	9	0	0	0	0	0	0	31	0	0	0	1	0	0	0	0	0	2	0	2	0	1	2	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	1	0	361	0	0	0	2	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	3	1	0	0	0	0	2	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	5	0	1	0	1	8	1	0	1	0	0	2	1	0	1	2	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	6	4	1	0	1	0	0	0	0	0	0	0	0
www.textfile.org	1	0	0	1	0	0	0	0	3	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	5	1	3	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
DIGITAL DJ	0	0	3	0	0	6	0	0	8	2	4	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	4	0	0	0	6	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	9	0	1	0	2	2	1	1	0	6	0	0	5	0	1	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	2	2	2	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	1	1	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	4	0	5	0	0	10	0	0	8	2	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ussylog	0	2	2	0	2	3	0	1	1	4	8	6	5	5	4	1	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	6	3	1	1	0	0	4	0	1	2	4	1	0	0	0	1	1	1	0	0	2	0	0	2	2	2	2	6	0	0	0	0	0	0	5	2	2	1	4	3	0	0	2	0	2	0	2	4	0	0	1	3	0	6	0	0	0	4	0	0	0	0	0	6	0	11	0	3	0	1	0	0	1	2	0	1	0	0	0	0	1	1	0	0	0	0	5	3	2	3	1	0	3	1	3	0	0	0	0	0	0	0	4	3	0	0	1	1	0	6	3	2	1	1	3	0	7	6	2	0	2	0	0	3	1	9	0	1	0	5	1	0	0	2	0	0	4	0	4	0	0	0	6	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	3	0	2	4	2	0	1	0	1	0	3	4	0	3	10	0	5	1	0	2	3	0	2	3	6	0	0	0	2	8	0	1	0	2	0	0	0	0	1	1	2	2	0	2	1	0	0	0	0	1	0	3	2	5	5	2	0	0	0	0	1	10	0	0	0	1	0	3	2	2	5	1	2	0	1	4	3	1	0	0	1	4	2	3	0	0	0	0	2	6	3	2	0
en-pr	0	0	5	1	0	1	0	0	4	1	1	4	2	0	0	0	0	0	5	3	2	3	0	2	0	0	0	0	0	0	0	1	1	3	1	0	0	0	1	1	0	0	0	1	0	0	0	0	14	1	1	0	1	1	0	0	3	0	0	1	0	0	0	0	1	2	1	1	5	0	0	0	3	0	0	1	0	1	0	2	0	0	2	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	13	1	0	0	0	9	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	1	1	1	2	0	1	0	2	0	0	1	0	0	0	1	9	3	14	0	0	8	1	3	0	0	0	0	5	0	0	0	2	0	0	1	1	3	0	0	0	5	0	0	2	1	11	0	1	0	0	1	0	0	2	2	1	1	0	0	0	0	0	0	0	3	11	0	0	8	0	1	0	7	3	0	0	3	0	3	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	1	6	9	0	1	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	3	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0	1	1	0	4	3	1	0	1	1	0	1	0	1	0	0	1	2	2	0	1	0	0	1	2	1	1	0	0	0
やっぱギークでナイト！	0	1	21	2	0	1	563	0	66	23	100	5	1	4	2	8	3	15	0	104	0	63	0	0	0	0	46	2	0	1	0	7	7	304	1	0	0	13	13	0	0	1	0	0	8	2	2	7	15	6	2	4	1	5	0	0	12	0	0	11	0	0	2	0	13	5	2	2	15	1	1	2	9	1	4	0	0	1	0	1	0	4	1	1	16	5	2	1	0	0	0	0	0	1	4	0	0	0	9	2	2	5	0	2	1	0	4	0	0	0	4	16	1	0	8	0	2	0	0	1	5	1	3	1	13	0	0	6	7	2	0	2	0	26	0	0	19	0	1	5	0	20	2	0	0	35	2	0	1	0	2	10	0	2	0	0	6	2	0	1	0	0	2	2	4	10	0	0	36	0	22	9	6	4	1	0	10	1	0	10	0	0	4	2	6	0	0	0	0	8	0	23	11	7	0	5	6	1	13	0	2	2	0	0	4	0	0	2	6	1	0	12	0	2	1	0	0	8	0	0	1	0	0	0	1	0	0	1	1	6	5	0	0	17	7	1	2	2	1	4	27	4	4	2	0	3	0	1	4	1	0	0	3	4	5	3	1	2	10	0	8	0	1	2	0	0	0	0	2	2	0	2	5	0	16	3	5	3	7	0	3	1	0	2	6	5	0	0	0	0	0	17	2	0	5	6	1	1	0	1	2	5	1	0	0	0	5	1	1	0
D Think Lab	2	0	0	0	0	0	0	0	4	1	5	1	3	1	0	0	3	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	4	1	0	0	0	0	0	12	2	1	0	2	0	0	0	2	2	2	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	1	2	0	3	0	12	0	1	0	0	0	0	0	1	0	3	1	1	4	3	0	2	0	0	1	0	2	2	2	2	0	1	9	0	1	7	5	0	0	0	0	0	0	4	2	0	14	2	1	0	0	1	1	0	0	0	1	0	0	0	2	1	1	7	1	0	0	2	5	4	4	3	4	1	1	0	1	0	1	1	1	1	0	7	0	2	0	0	0	0	0	2	0	0	6	0	0	0	2	0	1	0	0	0	0	0	0	0	3	2	2	0	0	3	0	2	1	0	0	2	0	0	4	0	4	0	1	1	0	1	0	0	0	0	0	0	6	1	2	0	4	7	3	0	2	0	1	0	4	0	0	0	0	2	4	1	0	6	0	0	1	2	0	0	6	7	8	2	2	2	4	2	3	1	0	0	5	2	0	5	3	6	4	0	2	7	0	0	2	1	0	14	0	4	1	4	4	3	3	0	0	0	1	3	3	1	2	0	2	0	5	1	2	0	0	0	1
POCHI	2	0	65	0	0	0	0	2	18	38	15	22	8	11	4	19	4	30	132	2	12	0	7	5	0	0	2	21	1	0	11	2	2	103	119	12	9	15	52	2	4	15	35	27	1	16	1	0	81	0	5	0	0	0	0	3	7	1	1	1	1	0	0	0	0	0	0	1	43	0	0	4	1	6	4	3	2	0	0	0	2	3	0	0	0	3	6	0	0	0	2	0	0	0	0	1	0	1	4	0	2	2	0	0	0	0	3	37	0	0	0	4	1	54	9	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	21	0	4	2	14	2	81	0	0	1	0	6	0	1	3	0	0	0	0	0	0	2	325	7	0	0	3	8	0	0	0	0	2	0	32	1	0	0	0	1	3	1	1	6	2	0	4	0	0	0	0	0	0	0	2	1	55	0	1	1	0	2	5	0	0	0	1	0	0	3	2	3	0	1	0	0	0	0	0	1	0	0	0	2	0	1	1	0	1	8	0	2	2	0	0	0	1	0	2	1	2	0	0	2	0	3	1	11	145	0	1	14	4	2	1	0	5	0	3	0	23	0	1	0	1	0	4	9	1	0	1	1	0	0	0	0	0	1	0	0	0	1	2	0	6	1	2	0	4	0	7	2	0	0	5	5	0	1	2	0	0	5	8	3	0	0	0	0	1	2	0	0	0	0	0	0	0	3	1	0
DSAS開発者の部屋	0	0	0	0	0	0	0	0	0	10	5	1	1	3	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	3	0	0	0	1	4	0	1	0	0	0	0	0	0	15	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	1	0	1	3	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	4	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	1	1	0	3	1	0	0	1	0	2	0	0	1	6	2	0	0	0	0	2	5	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	4	0	0	0	0	0	1	0	1	2	1	1	1	0	0	0	0	3	1	0	3	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	1	0	0
はかますたいる！【きょろの技的雑記】	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
hagylog	0	0	0	0	0	0	0	0	0	0	2	5	2	3	0	2	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	6	3	0	3	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	1	0	2	0	0	0	0	6	0	0	0	0	0	0	0	1	1	1	1	8	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	3	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	6	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	12	0	0	0	1	1	1	0	0	0	0	5	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
t07521kk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
森 秀樹::電子工作の日記	1	0	0	0	1	0	3	0	6	4	4	2	6	0	1	1	2	0	0	2	0	3	0	0	0	2	0	0	4	1	0	0	0	3	0	0	1	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	1	0	0	0	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	4	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	2	0	0	1	2	0	0	0	0	0	1	0	0	0	2	0	0	0	1	1	1	0	0	1	3	2	0	0	0	0	3	1	0	0	0	0	12	0	0	0	1	0	0	0	0	1	0	0	0	4	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
uri-log	0	1	1	0	0	0	0	0	0	1	2	1	1	2	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	16	1	0	0	2	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	4	0	2	2	2	0	2	0	0	0	0	2	2	0	4	3	0	0	3	0	1	0	0	0	0	0	0	0	2	0	0	2	2	0	2	0	0	3	0	0	0	0	0	0	1	2	1	0	5	3	0	0	1	0	0	0	0	4	1	6	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	2	3	0	1	4	0	0	0	1	0	0	3	0	1	0	1	0	2	0	0	0	2	1	0	1	0	1	0	0	0	0	2	0	1	0	2	7	0	1	0	0	1	1	1	0	0	1	0	0	3	0	0	0	2	0	1	5	0	0	1	0	0	0	0	0	0	0	0	1	3	0	3	11	1	1	6	0	4	0	1	1	0	5	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	2	2	1	1	1	1	4	2	1	1	2	0	2	0	0	1	0	0	1	0	1	2	5	0	0	0	2	9	0	1	0	4	1	1	1	0	0	4	0	1	2	1	2	0	0	0	3	2	0	0	2	1	0
dotimpact::journalprinter	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	3	0	2	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	2	0	3	0	0	0	0	0
Haida’s private weblog	0	1	0	1	0	0	0	1	4	2	2	0	1	0	0	0	0	61	1	1	0	0	0	1	0	0	0	0	0	0	0	10	11	7	0	0	0	1	0	0	0	0	1	4	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
秘密(の)研究所	0	0	54	0	11	4	81	0	6	33	9	7	6	3	4	12	2	18	0	74	0	8	0	0	0	3	0	0	2	6	5	23	1	42	4	13	5	1	4	0	0	1	2	1	16	0	0	0	16	4	2	0	1	0	0	1	2	1	9	8	0	0	0	0	3	7	0	1	6	0	0	0	1	2	2	0	0	1	0	0	2	1	0	2	1	7	2	1	1	1	6	2	4	1	8	2	2	0	4	0	4	1	0	3	0	1	0	0	0	0	0	10	16	0	4	7	1	9	0	0	0	1	4	1	0	3	2	0	8	1	0	0	0	11	3	0	16	0	2	1	1	6	0	0	2	0	0	0	0	0	1	1	0	3	1	0	0	0	1	5	0	0	0	4	9	0	1	1	3	4	2	3	3	1	3	3	0	0	0	0	2	3	0	1	4	2	0	0	1	0	0	3	0	11	0	3	0	1	1	0	0	1	0	0	0	0	4	2	0	0	3	74	0	2	1	0	1	5	3	8	4	0	1	1	3	2	3	1	0	0	2	1	0	0	5	0	9	10	1	3	0	8	1	0	8	6	4	1	11	3	9	2	2	3	0	1	3	7	8	0	0	0	0	3	1	5	0	1	1	1	1	3	4	0	8	2	15	3	1	0	2	1	0	5	0	0	0	2	0	2	0	0	0	7	2	3	0	0	1	2	0	4	2	1	9	0	4	0	0	0
ism*diary 上海編	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	1	0	0	0	1	0	0	0	5	0	3	2	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	4	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	4	0	0	1	5	0	1	0	0	0	0	0	2	3	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1
MiracleFM:721MHz	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	3	4	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	3	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	3	0	2	1	1	0	2	1	7	0	8	2	0	0	0	0	2	2	0	2	5	0	0	0	0	3	0	3	0	1	1	0	0	3	1	0	2	1	0	0	2	0	0	0	0	0	9	15	3	0	4	0	0	0	0	0	2	2	3	0	0	2	0	1	2	2	0	7	7	4	0	12	0	0	0	0	0	0	1	9	0	0	2	0	2	2	0	0	0	1	1	0	0	2	0	1	0	0	2	2	0	0	0	0	0	2	0	0	0	4	0	0	3	0	0	3	1	2	0	0	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	3	1	0	4	1	0	2	1	1	7	0	0	6	0	3	0	1	0	0	2	7	0	0	0	2	1	0	0	8	0	3	5	1	0	3	2	8	0	0	1	1	0	2	5	0	9	0	2	1	0	1	3	6	0	0	0	0	9	1	0	2	0	0	0	0	0	0	0	0	2	2	10	3	3	0	2	0	0	2	1	1	0	3
